Transaction_ID,Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products,Date_parsed,Time_parsed,Data_Quality_Issues
8119453.0,65754.0,Savannah Molina PhD,Dawn43@gmail.com,3346178091.0,087 Lee Squares,Portsmouth,England,1709.0,UK,33.0,Male,High,Regular,09-08-23,2023.0,September,6:45:50,10.0,14.02323893,140.2323893,Books,HarperCollins,Non-Fiction,Good,Express,,Processing,4.0,Business,2023-09-08,2025-11-15 06:45:50,Missing values; 
7443430.0,28320.0,Vanessa Hawkins,Nicholas51@gmail.com,9779145745.0,329 Marie Mount Suite 522,Portsmouth,England,10810.0,UK,,Female,High,Regular,10/20/2023,2023.0,October,3:59:07,9.0,211.2599296,1901.339367,Grocery,Nestle,Snacks,Average,Same-Day,Cash,Processing,2.0,Beef jerky,2023-10-20,2025-11-15 03:59:07,Missing values; 
6188453.0,92425.0,Jack Castillo,Kathy72@gmail.com,9436772615.0,787 Bailey Roads,Portsmouth,England,9654.0,UK,48.0,Male,High,Regular,11/29/2023,2023.0,November,7:59:04,4.0,472.6305959,,Electronics,Sony,Television,Good,Same-Day,PayPal,Shipped,4.0,Plasma TV,2023-11-29,2025-11-15 07:59:04,Missing values; 
6043487.0,24751.0,Shawn Anderson,Richard53@gmail.com,6534249382.0,1977 Erica Gateway,Portsmouth,England,42783.0,UK,27.0,Female,High,Regular,11-11-23,2023.0,November,12:49:08,3.0,392.7667326,1178.300198,Books,Random House,Non-Fiction,Excellent,Same-Day,Cash,,4.0,Business,2023-11-11,2025-11-15 12:49:08,Missing values; 
2100341.0,83805.0,Glenn Ellison,Diana46@gmail.com,4180243220.0,,Portsmouth,England,3771.0,UK,57.0,Female,High,Regular,11/23/2023,2023.0,November,12:13:44,9.0,188.8032542,1699.229287,Electronics,Apple,Laptop,Excellent,Standard,Credit Card,Delivered,5.0,Microsoft Surface Laptop,2023-11-23,2025-11-15 12:13:44,Missing values; 
7324033.0,17887.0,Paul Larson,John66@gmail.com,6100966567.0,9847 Baker River Suite 669,Portsmouth,England,21746.0,UK,50.0,Female,High,Regular,5/17/2023,2023.0,May,5:56:47,10.0,456.8265235,4568.265235,Home Decor,Bed Bath & Beyond,Bathroom,Good,Same-Day,Credit Card,,3.0,Sink,2023-05-17,2025-11-15 05:56:47,Missing values; 
4100214.0,10662.0,Adam Huerta,Elizabeth38@gmail.com,4874410658.0,657 Tony Circles,Portsmouth,England,,UK,21.0,Male,High,Regular,4/14/2023,2023.0,April,10:52:05,3.0,141.5893071,424.7679212,Grocery,Coca-Cola,Soft Drink,Average,Standard,Credit Card,Pending,2.0,Lemon-lime soda,2023-04-14,2025-11-15 10:52:05,Missing values; 
6023759.0,39325.0,Vernon Hull,Tina81@gmail.com,2387702499.0,079 Kathy Cape Apt. 758,Portsmouth,England,72092.0,UK,21.0,Male,High,Regular,10/20/2023,2023.0,October,22:21:57,4.0,277.1678356,1108.671342,Home Decor,IKEA,Decorations,Excellent,,Credit Card,Delivered,5.0,Mirrors,2023-10-20,2025-11-15 22:21:57,Missing values; 
3555553.0,25374.0,Mary Torres,Michaela2@gmail.com,5412655690.0,894 Flores Mall Apt. 672,Portsmouth,England,7809.0,UK,21.0,Female,High,Regular,3/14/2023,2023.0,March,6:49:55,6.0,418.3245574,2509.947344,Grocery,Pepsi,Soft Drink,Bad,Same-Day,Debit Card,,1.0,Ginger ale,2023-03-14,2025-11-15 06:49:55,Missing values; 
1153740.0,13769.0,Susan Johnson,Kayla21@gmail.com,5468841227.0,9308 Watts Plains Apt. 587,Portsmouth,England,833.0,UK,21.0,Female,High,Regular,03-07-23,2023.0,March,10:24:29,6.0,487.0326036,,Clothing,Adidas,Jacket,Average,Standard,PayPal,Pending,2.0,Blazer,2023-03-07,2025-11-15 10:24:29,Missing values; 
9168609.0,45787.0,Shannon Henry,Thomas91@gmail.com,7160259647.0,33526 Darrell Tunnel Suite 098,Portsmouth,England,89302.0,UK,21.0,Male,High,Regular,7/25/2023,2023.0,July,18:19:34,5.0,386.2007693,,Books,Penguin Books,Non-Fiction,Excellent,Express,Cash,Pending,4.0,Science,2023-07-25,2025-11-15 18:19:34,Missing values; 
1510109.0,67589.0,Dr. Brian Williams,Stacy13@gmail.com,9818707396.0,42414 Garcia Spurs Apt. 849,Portsmouth,England,69240.0,UK,21.0,Male,High,Regular,5/27/2023,2023.0,May,21:54:07,7.0,,1991.244975,Grocery,Pepsi,Juice,Good,Same-Day,Credit Card,Delivered,3.0,Cranberry juice,2023-05-27,2025-11-15 21:54:07,Missing values; 
9076126.0,,Kara Harris DDS,Yvette79@gmail.com,7246836622.0,8226 David Lakes,Portsmouth,England,68085.0,UK,21.0,Female,High,Regular,9/18/2023,2023.0,September,1:03:08,4.0,450.9701122,1803.880449,Home Decor,Bed Bath & Beyond,Kitchen,Average,Same-Day,Debit Card,Delivered,2.0,Microwave,2023-09-18,2025-11-15 01:03:08,Missing values; 
4461752.0,85987.0,Ashley Mcpherson,Jerry43@gmail.com,6719591585.0,13277 Carr Mount Apt. 544,Portsmouth,England,38806.0,UK,21.0,Male,High,Regular,10/29/2023,2023.0,October,21:37:19,8.0,303.0734203,2424.587363,Home Decor,,Furniture,Average,Standard,Credit Card,Shipped,2.0,Bookshelf,2023-10-29,2025-11-15 21:37:19,Missing values; 
8090310.0,37410.0,Daniel Robles,Amber33@gmail.com,8488353094.0,176 Chambers Lodge,Portsmouth,England,86520.0,UK,21.0,Female,High,Regular,2/18/2024,2024.0,February,9:30:44,8.0,263.3352408,2106.681927,Electronics,Samsung,Smartphone,Average,Standard,Credit Card,,2.0,LG G,2024-02-18,2025-11-15 09:30:44,Missing values; 
7287475.0,76667.0,Deborah Cunningham,Nicholas9@gmail.com,7763755386.0,31040 Emily Prairie,Portsmouth,England,73928.0,UK,21.0,Male,High,Regular,4/15/2023,2023.0,April,4:25:08,,229.6577387,229.6577387,Clothing,Nike,Shorts,Good,Express,Credit Card,Pending,3.0,Swim trunks,2023-04-15,2025-11-15 04:25:08,Missing values; 
9839593.0,44057.0,Edward Barnes,Allison33@gmail.com,8907123725.0,41714 Martin Brook Apt. 552,Portsmouth,England,28617.0,UK,21.0,Female,High,Regular,08-01-23,2023.0,August,13:42:07,1.0,394.4196548,,Books,Penguin Books,Non-Fiction,Excellent,Standard,Cash,Processing,4.0,Cooking,2023-08-01,2025-11-15 13:42:07,Missing values; 
7164868.0,22781.0,Jon Adkins,,3306375178.0,35382 Richard Avenue Apt. 174,Portsmouth,England,44972.0,UK,21.0,Female,High,Regular,03-01-23,2023.0,March,10:52:31,9.0,272.2966366,2450.66973,Home Decor,IKEA,Lighting,Average,Standard,Cash,Pending,2.0,Recessed lighting,2023-03-01,2025-11-15 10:52:31,Missing values; 
4936631.0,23030.0,Joseph Campbell,Jonathan28@gmail.com,6353251046.0,97943 Wise Forges,Portsmouth,England,71088.0,UK,21.0,Male,High,Regular,3/25/2023,,March,4:23:34,6.0,405.5029897,2433.017938,Electronics,Apple,Laptop,Average,Standard,Cash,Pending,2.0,Razer Blade,2023-03-25,2025-11-15 04:23:34,Missing values; 
6621541.0,63634.0,Christina Grimes,Steven61@gmail.com,,53195 Gonzalez Field,Portsmouth,England,4478.0,UK,21.0,Male,High,Regular,12/23/2023,2023.0,December,14:01:40,1.0,335.1369003,335.1369003,Books,Penguin Books,Children's,Excellent,Standard,Debit Card,Delivered,5.0,Toys,2023-12-23,2025-11-15 14:01:40,Missing values; 
1410637.0,68504.0,Willie Hanson,Amy87@gmail.com,7046021243.0,7651 Silva Lane,Portsmouth,England,65999.0,UK,21.0,Female,High,Regular,12/14/2023,2023.0,December,7:59:24,5.0,359.3574698,,Electronics,Samsung,Tablet,Good,Same-Day,Cash,Processing,3.0,Asus ZenPad,2023-12-14,2025-11-15 07:59:24,Missing values; 
,21179.0,Brett Bailey,Maxwell26@gmail.com,2208750718.0,9755 Wang River Apt. 016,Portsmouth,England,84040.0,UK,21.0,Female,High,Regular,8/17/2023,2023.0,August,14:22:08,7.0,409.7124126,2867.986888,Electronics,Apple,Smartphone,Good,Standard,PayPal,Pending,4.0,Motorola Moto,2023-08-17,2025-11-15 14:22:08,Missing values; 
5622395.0,39518.0,Patricia Patel,Sandra38@gmail.com,9022686522.0,19711 Mullins Course,Portsmouth,England,66146.0,UK,21.0,Male,High,Regular,10/30/2023,2023.0,October,4:55:43,,316.9841376,316.9841376,Home Decor,IKEA,Lighting,Excellent,Same-Day,Cash,Delivered,4.0,Wall sconces,2023-10-30,2025-11-15 04:55:43,Missing values; 
8544160.0,39705.0,Chad Murray,Larry62@gmail.com,5845633604.0,2739 Rowe Flat,Portsmouth,England,74670.0,UK,21.0,Male,High,Regular,3/27/2023,2023.0,March,9:23:38,3.0,226.6630911,679.9892733,Books,,Non-Fiction,Excellent,Standard,Cash,Pending,5.0,Psychology,2023-03-27,2025-11-15 09:23:38,Missing values; 
9605449.0,83943.0,Jeffrey Ward,Derek90@gmail.com,8222172187.0,76648 Brittany Ramp,Portsmouth,England,14807.0,UK,21.0,Male,High,Regular,4/19/2023,2023.0,April,19:55:29,3.0,181.0590031,543.1770094,Electronics,Samsung,Television,Good,,Credit Card,Delivered,3.0,Smart TV,2023-04-19,2025-11-15 19:55:29,Missing values; 
1568860.0,44798.0,Stacey Holden,Leah19@gmail.com,2031251839.0,64966 Steven Fords,Portsmouth,England,20363.0,UK,21.0,Female,High,Regular,07-07-23,2023.0,July,17:24:23,6.0,339.1226447,,Clothing,Nike,T-shirt,Good,Same-Day,Debit Card,Delivered,3.0,Henley tee,2023-07-07,2025-11-15 17:24:23,Missing values; 
8081130.0,20075.0,Nathan Jordan,Jessica24@gmail.com,1998777888.0,7693 Burgess Harbors,Portsmouth,England,34471.0,UK,21.0,Female,High,Regular,5/13/2023,2023.0,May,11:53:28,2.0,430.0008167,,Home Decor,IKEA,Decorations,Excellent,Standard,Cash,Delivered,5.0,Wall art,2023-05-13,2025-11-15 11:53:28,Missing values; 
4281330.0,46723.0,Scott Brock,Stephen71@gmail.com,5921486401.0,03708 Holmes Court Apt. 109,Portsmouth,England,86091.0,UK,21.0,Male,High,Regular,8/31/2023,,August,11:06:31,3.0,279.3066524,837.9199573,Grocery,Pepsi,Soft Drink,Good,Standard,Cash,Processing,4.0,Fruit punch,2023-08-31,2025-11-15 11:06:31,Missing values; 
4623314.0,29941.0,Jessica Gordon,Nicole18@gmail.com,1857862272.0,8829 Jimenez Mills Suite 798,Portsmouth,England,2856.0,UK,21.0,Male,High,Regular,05-03-23,2023.0,May,14:48:12,1.0,462.0271788,462.0271788,Home Decor,Home Depot,Decorations,Average,Express,,Delivered,2.0,Rugs,2023-05-03,2025-11-15 14:48:12,Missing values; 
4013900.0,66992.0,Carolyn Little,Alicia76@gmail.com,6234076129.0,857 Nicholas Ranch Suite 454,Portsmouth,England,59702.0,UK,21.0,,High,Regular,7/16/2023,2023.0,July,10:06:48,10.0,16.46252375,164.6252375,Home Decor,IKEA,Lighting,Average,Express,PayPal,Pending,2.0,Chandeliers,2023-07-16,2025-11-15 10:06:48,Missing values; 
1763921.0,65477.0,Benjamin Mitchell,Cathy43@gmail.com,8612047660.0,23608 Watson Trace,Portsmouth,England,47391.0,UK,21.0,Female,Medium,Regular,12/15/2023,2023.0,December,16:44:51,3.0,150.0828255,450.2484766,Home Decor,Bed Bath & Beyond,Kitchen,Average,Same-Day,,Processing,2.0,Refrigerator,2023-12-15,2025-11-15 16:44:51,Missing values; 
8190326.0,18666.0,Anthony Copeland,Connie34@gmail.com,5449092610.0,97228 Andrea Lodge Suite 727,Portsmouth,England,33507.0,UK,21.0,Male,Medium,Regular,10/22/2023,,October,15:09:26,6.0,328.9902351,1973.94141,Electronics,Sony,Headphones,Excellent,Express,Debit Card,Shipped,4.0,Gaming headphones,2023-10-22,2025-11-15 15:09:26,Missing values; 
6757060.0,30690.0,Cameron Winters,Christina28@gmail.com,9914851708.0,374 Pham Walks Suite 603,Portsmouth,England,36616.0,UK,21.0,Female,Medium,Regular,06-05-23,2023.0,June,8:27:30,8.0,69.83664621,558.6931696,Books,Random House,Fiction,Average,,Credit Card,Shipped,2.0,Historical fiction,2023-06-05,2025-11-15 08:27:30,Missing values; 
6431740.0,88987.0,Jennifer Wheeler,Michael61@gmail.com,2628075191.0,458 Douglas Drive Suite 155,Portsmouth,England,54938.0,UK,21.0,Female,Medium,Regular,6/26/2023,2023.0,June,3:46:13,5.0,304.1477288,1520.738644,Clothing,Nike,T-shirt,Bad,Express,,Pending,1.0,V-neck tee,2023-06-26,2025-11-15 03:46:13,Missing values; 
,99112.0,Angela Jones,Scott14@gmail.com,3860773933.0,5287 Harris Junctions Suite 995,Portsmouth,England,35356.0,UK,21.0,Male,Medium,Regular,02-07-24,2024.0,February,16:50:24,5.0,311.49641,1557.48205,Books,HarperCollins,Thriller,Bad,Same-Day,Debit Card,Pending,1.0,Psychological thriller,2024-02-07,2025-11-15 16:50:24,Missing values; 
8804504.0,92493.0,Jamie Walton,,8007150154.0,12645 Tran Mews Apt. 751,Portsmouth,England,65554.0,UK,21.0,Female,Medium,Regular,09-01-23,2023.0,September,5:24:02,7.0,150.3125929,1052.18815,Books,Penguin Books,Non-Fiction,Bad,Express,Credit Card,Delivered,1.0,Business,2023-09-01,2025-11-15 05:24:02,Missing values; 
9107423.0,49519.0,Christian Martinez,Megan58@gmail.com,5542483639.0,5359 Rhodes Garden,Portsmouth,England,81954.0,UK,21.0,Male,Medium,Regular,11/19/2023,2023.0,November,20:28:47,,102.4567431,204.9134862,Home Decor,IKEA,Lighting,Excellent,Express,Debit Card,Shipped,5.0,Table lamps,2023-11-19,2025-11-15 20:28:47,Missing values; 
1125458.0,,Kimberly Summers,James24@gmail.com,2432281725.0,0887 Goodwin Dale Apt. 043,Portsmouth,England,44430.0,UK,21.0,Male,Medium,Regular,06-10-23,2023.0,June,19:17:31,5.0,421.3813392,2106.906696,Grocery,Nestle,Chocolate,Good,Express,Credit Card,Delivered,3.0,Chocolate-covered fruits,2023-06-10,2025-11-15 19:17:31,Missing values; 
1289629.0,55706.0,Carl Ortiz,Chad90@gmail.com,8437195492.0,519 Thomas Expressway Apt. 203,Portsmouth,England,29102.0,UK,21.0,Female,Medium,Regular,03-01-23,2023.0,March,19:14:19,,472.6482811,1890.593124,Electronics,Samsung,Television,Excellent,Same-Day,Cash,Shipped,4.0,QLED TV,2023-03-01,2025-11-15 19:14:19,Missing values; 
6139774.0,,Robin Fisher,Tanner80@gmail.com,9338869550.0,5723 Rojas Viaduct,Portsmouth,England,58549.0,UK,21.0,Male,Medium,Regular,03-05-23,2023.0,March,10:09:01,7.0,409.7504577,2868.253204,Home Decor,Bed Bath & Beyond,Bathroom,Average,Standard,Credit Card,Pending,2.0,Sink,2023-03-05,2025-11-15 10:09:01,Missing values; 
6872181.0,17962.0,William Moore,,1711546170.0,097 Paula Lodge Suite 538,Portsmouth,England,59437.0,UK,21.0,Male,Medium,Regular,5/24/2023,2023.0,May,17:06:41,2.0,412.5434998,825.0869997,Home Decor,Bed Bath & Beyond,Bathroom,Bad,Same-Day,Credit Card,Pending,1.0,Towel rack,2023-05-24,2025-11-15 17:06:41,Missing values; 
,68894.0,Yvonne Huerta,Peter51@gmail.com,4987322346.0,10237 Deborah Pass Suite 259,Portsmouth,England,13681.0,UK,21.0,Female,Medium,Regular,02-01-24,2024.0,February,4:22:01,2.0,49.08341167,98.16682333,Home Decor,IKEA,Lighting,Bad,Standard,Cash,Shipped,1.0,Track lighting,2024-02-01,2025-11-15 04:22:01,Missing values; 
2969295.0,44159.0,Alexander Lewis,John75@gmail.com,6610477191.0,414 Thomas Trail Suite 405,Portsmouth,England,2210.0,UK,21.0,Male,Medium,Regular,12/19/2023,2023.0,December,3:34:49,6.0,171.577009,,Electronics,Sony,Television,Average,Standard,Cash,Delivered,2.0,LCD TV,2023-12-19,2025-11-15 03:34:49,Missing values; 
5157785.0,,Alexander Stark,Tabitha81@gmail.com,4236125581.0,27403 Bennett Inlet,Portsmouth,England,4229.0,UK,21.0,Male,Medium,Regular,1/25/2024,2024.0,January,20:39:09,1.0,273.7501912,273.7501912,Grocery,Nestle,Coffee,Excellent,Express,Debit Card,Pending,4.0,Americano,2024-01-25,2025-11-15 20:39:09,Missing values; 
1651569.0,52495.0,Wanda Miller,Matthew83@gmail.com,2035389650.0,652 Butler Knoll Apt. 268,Portsmouth,England,2538.0,UK,21.0,Male,Medium,Regular,8/14/2023,2023.0,,13:06:37,10.0,328.6306411,3286.306411,Clothing,Nike,Shoes,Excellent,Express,Cash,Processing,4.0,Espadrilles,2023-08-14,2025-11-15 13:06:37,Missing values; 
7141421.0,90811.0,Linda Brown,Jamie33@gmail.com,5371271266.0,0415 Amy Land,Portsmouth,England,33974.0,UK,21.0,Male,Medium,Regular,7/31/2023,2023.0,July,,9.0,344.4179342,3099.761408,Clothing,Adidas,T-shirt,Bad,Express,PayPal,Processing,1.0,Henley tee,2023-07-31,,Missing values; 
9668849.0,,Diana Sawyer,Alex49@gmail.com,9955698897.0,15739 Courtney Drives Apt. 939,Portsmouth,England,77383.0,UK,21.0,Female,Medium,Regular,2/14/2024,2024.0,February,14:42:32,9.0,336.6290776,3029.661699,Electronics,Apple,Tablet,Average,Same-Day,Cash,Delivered,2.0,Acer Iconia Tab,2024-02-14,2025-11-15 14:42:32,Missing values; 
1242390.0,89696.0,Kirsten Gomez,Laura91@gmail.com,7897396855.0,5151 Stewart Divide,Portsmouth,England,2108.0,UK,21.0,Male,Medium,Regular,10/16/2023,2023.0,October,9:03:36,3.0,197.5216574,592.5649723,Clothing,Nike,Shoes,Excellent,Express,,Processing,4.0,Sneakers,2023-10-16,2025-11-15 09:03:36,Missing values; 
1468656.0,34317.0,Nicole Carroll,Katherine93@gmail.com,3127480148.0,902 Watts Drive,Portsmouth,England,26169.0,UK,21.0,Male,Medium,Regular,11/25/2023,2023.0,November,6:07:16,9.0,136.7653076,1230.887768,Home Decor,Home Depot,Decorations,Excellent,,Debit Card,Processing,5.0,Picture frames,2023-11-25,2025-11-15 06:07:16,Missing values; 
9709957.0,10470.0,Donald Blankenship,Megan67@gmail.com,5194558510.0,3551 Jackson Crossroad,Portsmouth,England,84876.0,UK,21.0,Female,Medium,Regular,2/16/2024,2024.0,February,,4.0,329.0974594,1316.389838,Grocery,Nestle,Snacks,Average,Standard,PayPal,Processing,2.0,Fruit snacks,2024-02-16,,Missing values; 
3861640.0,20941.0,Kenneth Arias,Mark28@gmail.com,7078625961.0,904 Laura Drives Apt. 072,Portsmouth,England,53927.0,UK,21.0,Male,Medium,Regular,09-08-23,2023.0,,16:37:50,7.0,238.0243416,1666.170391,Electronics,Sony,Smartphone,Excellent,Same-Day,Debit Card,Processing,4.0,Xiaomi Mi,2023-09-08,2025-11-15 16:37:50,Missing values; 
6738962.0,88683.0,Daniel Carter,Kristi32@gmail.com,8770427665.0,574 Samantha Stream,Portsmouth,England,,UK,21.0,Male,Medium,Regular,12/29/2023,2023.0,December,0:41:50,6.0,310.8466997,1865.080198,Books,Random House,Literature,Good,Same-Day,Credit Card,Shipped,3.0,Anthologies,2023-12-29,2025-11-15 00:41:50,Missing values; 
5465214.0,94081.0,Luis Torres,Jeremy33@gmail.com,8840799649.0,8939 Gordon Cove,Portsmouth,England,75676.0,UK,21.0,Male,Medium,Regular,11/26/2023,2023.0,November,3:31:16,5.0,187.0274709,935.1373547,Home Decor,,Bathroom,Good,Standard,Debit Card,Delivered,4.0,Toilet paper holder,2023-11-26,2025-11-15 03:31:16,Missing values; 
3927823.0,34353.0,Mallory Mitchell,Karen70@gmail.com,1450934799.0,73951 Natasha Grove Suite 719,Portsmouth,England,71163.0,UK,21.0,Male,Medium,Regular,1/24/2024,2024.0,January,18:35:18,6.0,,823.6171554,Home Decor,Home Depot,Decorations,Average,Same-Day,Credit Card,Shipped,2.0,Curtains,2024-01-24,2025-11-15 18:35:18,Missing values; 
6393848.0,13201.0,Samuel Mcdonald,John93@gmail.com,1254508096.0,32239 Mary Lodge Suite 921,Portsmouth,England,9565.0,UK,21.0,Female,Medium,Regular,10-11-23,2023.0,October,17:48:47,3.0,384.2207979,1152.662394,Electronics,Sony,Smartphone,,Same-Day,PayPal,Pending,,Google Pixel,2023-10-11,2025-11-15 17:48:47,Missing values; 
4587519.0,56157.0,Randy Trevino,Dawn95@gmail.com,8474506404.0,6824 Jessica Road Apt. 712,Portsmouth,England,21851.0,UK,21.0,Male,Medium,Regular,02-06-24,2024.0,,13:19:54,3.0,496.4993103,1489.497931,Grocery,Coca-Cola,Soft Drink,Good,Same-Day,Cash,Delivered,3.0,Orange soda,2024-02-06,2025-11-15 13:19:54,Missing values; 
9250920.0,95139.0,Jacqueline Miller,,9839756649.0,38654 Darlene Streets,Portsmouth,England,79767.0,UK,21.0,Female,Medium,Regular,04-12-23,2023.0,April,4:58:30,10.0,272.5085895,2725.085895,Electronics,Sony,Headphones,Excellent,Express,Credit Card,Delivered,5.0,Gaming headphones,2023-04-12,2025-11-15 04:58:30,Missing values; 
1816800.0,53211.0,Allison Gonzalez,Kristina48@gmail.com,8771188011.0,2013 Michele Motorway,Portsmouth,England,52055.0,UK,21.0,Male,Medium,Regular,7/22/2023,2023.0,July,,2.0,426.5693044,853.1386088,Home Decor,Bed Bath & Beyond,Bedding,Bad,Same-Day,Cash,Pending,1.0,Throw pillow,2023-07-22,,Missing values; 
,42747.0,Daniel Smith,Ashley88@gmail.com,8582474175.0,64688 Walters Ford Suite 079,Portsmouth,England,50429.0,UK,21.0,Female,Medium,Regular,08-06-23,2023.0,August,7:14:12,2.0,303.9558383,607.9116766,Grocery,Pepsi,Water,Bad,Express,Credit Card,Pending,1.0,Artesian water,2023-08-06,2025-11-15 07:14:12,Missing values; 
4925972.0,29061.0,Ryan Griffin,Jessica48@gmail.com,7226386274.0,529 Alexis Green Apt. 191,Portsmouth,England,41774.0,UK,21.0,Female,Medium,Regular,9/29/2023,2023.0,September,18:44:50,1.0,489.2718523,489.2718523,Books,Random House,Literature,Good,Standard,Credit Card,,3.0,Modern literature,2023-09-29,2025-11-15 18:44:50,Missing values; 
2575977.0,65490.0,Scott Garrison,Janice88@gmail.com,4155287798.0,8733 Smith Rue Suite 732,Portsmouth,England,21271.0,UK,21.0,,Medium,Regular,10/30/2023,2023.0,October,16:56:02,5.0,409.0674515,2045.337257,Clothing,Zara,Jeans,Good,Standard,Credit Card,Pending,3.0,Low-rise jeans,2023-10-30,2025-11-15 16:56:02,Missing values; 
,52484.0,Joseph Clarke,Rodney77@gmail.com,2865819933.0,0035 Joan Drives,Portsmouth,England,88391.0,UK,21.0,Female,Medium,Regular,3/15/2023,2023.0,March,15:44:18,4.0,58.07385263,232.2954105,Grocery,Coca-Cola,Juice,Bad,Same-Day,Debit Card,Pending,1.0,Grapefruit juice,2023-03-15,2025-11-15 15:44:18,Missing values; 
5074217.0,59283.0,Charlotte Cox,Holly38@gmail.com,4918337392.0,19248 Kenneth Stravenue Apt. 915,Portsmouth,England,50130.0,UK,21.0,Male,Medium,Regular,02-08-24,2024.0,February,2:22:44,8.0,244.7139658,1957.711726,Home Decor,Home Depot,Furniture,Average,Express,Debit Card,,2.0,Dining table,2024-02-08,2025-11-15 02:22:44,Missing values; 
